stoink face
kedenking
hmmm zai
perasan young
ooh ya boh
aiseh dude
tempayan mouth
macam macam siol
staple mulut
step kiut
ah ka liau
tsao kng
mata keroh
cinibong laksa
bengfied
kaki sampuk
handsomelicious
kam buan
takde brain
pi sai country
mummy jarum
si fat guai
pala otak lu
syncopant
find pasal
arbuden
kong chiao weh
cabul maruah
aiskrim uncle
otak yellow
eyes stick stamp
si suah lai
no speeyak
tangkap glam
zho pai nang
kae ang moh
cho boh lan
cklps
tipu money
paknyah
screw inside out
agak tarik
murah ppl
sik fung
hojjiber
hiao lay lay
step minah
kuih tunjuk tunjuk
kuku head
kena upside down
jiak lang
mian lui
waste saliva
katik ayam
hindu pariah
bao fa hu
scare die me
kena kelentong
no pakai
anyhow whack
hotdog prata
kopi gau
kuih ambon
hati cair
also boleh
keng king
air panas suam
pang seh
minah bunga
act terror
step baik
kena cut
chibaboom
wenla
stunned like vegetable
polo sweet
eleven b
sampuk
shooting drill
ganjaa
act tall
live firing
tua kang
army specialist
jemput datang
tak pe
un-glam
haprak
ahbh
kena politic
tolong sikit
step mat
play tai chi
corn puff
pang chan
gong xi
shit face
how now
pigu
chellam
hancai
bamboo leaf
perasan lomantic
boleh tahan
adoi
lembab
keep safe
li ho
tak sanggup
dragon boat festival
gandos
hiam
xiao di
keep secret
housing project
say her
sio
mna
mid-autumn festival
goli
permanent residence
keep quiet
dukun
semangat
lao tar por
coconut milk
rempah
tyco
netizen
chor
kuti
teruk
step big
bend
swee
matcha
little boy
terror
tia
atas
roti
balik
seductress
halal
pai
thru
sei
kari
awek
cheesy
peng
chop
joli
ons
mo
sauce
king
cm
arrow
mc
sek
hero
steady
basket
chicken
li
ps
mat
saat
por
boss
dd
mai
can
power
set!
so
what
on
get
up
standard
set
stay
off
again
one
step
